Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo,Fecha_Hora
San Borja,Comas,Centro de Distribución,Punto de Entrega,-11.849829799663128,-76.85234271699149,-12.06724769590521,-77.03024540292736,15:15,6.34,19.07,2024-10-06 21:12:51
San Miguel,Los Olivos,Centro de Distribución,Punto de Entrega,-11.831061922806027,-77.18410777890199,-11.905034930867386,-76.86983324230904,70:23,29.94,67.16,2024-10-14 21:12:51
San Borja,Los Olivos,Punto de Entrega,Centro de Distribución,-11.844323682171437,-77.00898367391308,-11.959212848110724,-77.06170072645806,32:04,7.11,22.21,2024-10-17 21:12:51
San Borja,Miraflores,Punto de Entrega,Punto de Entrega,-12.043993091569726,-76.97314742789251,-12.100940140747742,-76.95238864672024,73:25,31.07,35.38,2024-10-06 21:12:51
Ate,Los Olivos,Centro de Distribución,Punto de Entrega,-11.966961316881724,-76.96769128990299,-11.81020532487186,-77.06418790499971,74:15,36.42,61.43,2024-10-14 21:12:51
Barranco,Ate,Centro de Distribución,Punto de Entrega,-11.985134813069868,-76.8803747734387,-11.986289956399576,-76.8544283982217,8:46,1.77,11.22,2024-10-13 21:12:51
Magdalena,San Borja,Centro de Distribución,Punto de Entrega,-12.00370891782343,-76.88408852592455,-11.91467348650355,-76.93533884913543,56:15,29.84,55.19,2024-10-12 21:12:51
San Isidro,Magdalena,Punto de Entrega,Centro de Distribución,-11.924220340834195,-76.85129346857937,-11.820141752761577,-76.83418354448521,78:46,21.95,68.01,2024-09-26 21:12:51
Chorrillos,Miraflores,Punto de Entrega,Punto de Entrega,-12.160406283379427,-77.13052930419214,-12.03014063732954,-76.83187835209412,26:08,15.18,35.05,2024-10-13 21:12:51
Magdalena,Ate,Punto de Entrega,Centro de Distribución,-12.036837461463124,-77.0817016273833,-12.070530181787607,-77.12641552656139,49:52,40.86,73.84,2024-09-22 21:12:51
Pueblo Libre,San Borja,Centro de Distribución,Punto de Entrega,-12.156588298597367,-76.83962912252267,-12.05395806795641,-76.87518993699155,45:25,35.01,63.82,2024-10-05 21:12:51
Barranco,Miraflores,Centro de Distribución,Punto de Entrega,-12.115493542114303,-77.09289420897625,-11.93638347966939,-77.08068610192996,73:00,18.69,68.83,2024-09-21 21:12:51
Lima Centro,Magdalena,Punto de Entrega,Punto de Entrega,-11.84602105900891,-76.87610614088662,-11.883592940678946,-77.13999875918364,16:48,7.22,18.36,2024-10-19 21:12:51
San Borja,Los Olivos,Centro de Distribución,Punto de Entrega,-11.805895246638883,-76.9733822401691,-11.93614947796433,-76.94672012252724,105:34,36.27,93.63,2024-10-19 21:12:51
Pueblo Libre,Miraflores,Centro de Distribución,Punto de Entrega,-12.079414456836425,-77.0861357806636,-11.867857551558481,-76.94373020292151,6:11,3.61,13.94,2024-09-23 21:12:51
La Molina,Barranco,Centro de Distribución,Punto de Entrega,-12.009694636012592,-76.8481039062246,-11.986299513016045,-76.95983482576672,90:32,29.45,66.8,2024-10-18 21:12:51
Rímac,Magdalena,Punto de Entrega,Punto de Entrega,-11.850316471087075,-76.81063957010811,-11.893178581366689,-77.02707335020646,115:04,37.73,61.67,2024-09-22 21:12:51
Rímac,Lince,Punto de Entrega,Centro de Distribución,-11.949302321653022,-76.89426209005903,-12.077359259241636,-76.97142959707402,19:41,11.63,22.57,2024-09-19 21:12:51
Barranco,Jesús María,Punto de Entrega,Punto de Entrega,-12.058709055010764,-77.00480159858085,-11.82161256553586,-77.1877177016474,32:49,20.62,44.67,2024-10-03 21:12:51
Lima Centro,Breña,Centro de Distribución,Punto de Entrega,-11.903718615343685,-77.06359779547397,-12.004362047298912,-77.05368008888172,64:06,28.07,59.28,2024-09-24 21:12:51
Jesús María,San Juan de Lurigancho,Punto de Entrega,Punto de Entrega,-11.898077480603,-77.05903528329655,-11.933147806522264,-77.0403515138702,34:37,24.8,53.42,2024-10-03 21:12:51
San Borja,Lima Centro,Centro de Distribución,Punto de Entrega,-12.12114980520677,-76.81737198154461,-11.894978392608838,-77.16005457468843,81:26,21.88,74.21,2024-10-17 21:12:51
Surco,La Molina,Centro de Distribución,Punto de Entrega,-11.928747926102279,-77.13235656609027,-12.01475674554337,-76.83707581405382,105:58,40.48,64.26,2024-10-02 21:12:51
San Juan de Lurigancho,Chorrillos,Centro de Distribución,Punto de Entrega,-12.147694484477729,-77.17160563960883,-11.816293155177451,-76.85527755906611,52:04,22.55,55.06,2024-09-20 21:12:51
San Borja,Miraflores,Punto de Entrega,Punto de Entrega,-12.152589772037365,-76.88571515951384,-11.865227430262724,-77.14576207399547,98:42,40.01,79.06,2024-10-06 21:12:51
La Victoria,Ate,Centro de Distribución,Punto de Entrega,-11.990774135105795,-76.81860411338901,-11.80888864830632,-77.18465185479664,117:45,38.99,73.26,2024-09-22 21:12:51
Breña,Comas,Punto de Entrega,Centro de Distribución,-11.803647044180659,-76.90594878769973,-11.884810221661107,-76.95326427587673,38:16,17.57,49.99,2024-10-09 21:12:51
Rímac,La Victoria,Punto de Entrega,Centro de Distribución,-11.94584087646266,-76.8159324403474,-11.834990938897775,-77.02805218126231,107:58,48.08,67.27,2024-10-16 21:12:51
Chorrillos,Breña,Punto de Entrega,Punto de Entrega,-12.069076627921488,-76.87939666178883,-12.05762683724951,-77.0163709916768,50:47,25.18,44.62,2024-10-15 21:12:51
Jesús María,Surco,Punto de Entrega,Centro de Distribución,-12.15402173718844,-77.08072078719195,-11.85384638226378,-76.90378565151349,94:56,43.62,71.96,2024-09-30 21:12:51
San Borja,Ate,Centro de Distribución,Punto de Entrega,-12.177411665861056,-76.96511323903165,-11.85863879649396,-77.15656611400115,36:01,24.5,47.61,2024-09-21 21:12:51
San Miguel,Surco,Centro de Distribución,Punto de Entrega,-12.056411471714794,-77.18001306978965,-12.151077019496672,-76.9813546664,7:10,2.79,10.41,2024-09-25 21:12:51
Lince,Magdalena,Centro de Distribución,Punto de Entrega,-12.128648742128645,-77.0919677308781,-12.120974884644868,-77.07842244659511,62:00,16.58,43.11,2024-10-18 21:12:51
San Miguel,La Victoria,Punto de Entrega,Punto de Entrega,-11.814731089354714,-77.1723606581581,-12.055309529478226,-76.85511568240868,37:43,19.55,35.39,2024-09-23 21:12:51
Magdalena,Breña,Punto de Entrega,Punto de Entrega,-12.155780617192693,-77.08717207529985,-12.173663752496015,-77.15725983091092,35:42,6.52,17.48,2024-10-01 21:12:51
Los Olivos,Chorrillos,Centro de Distribución,Punto de Entrega,-12.01488999256609,-76.94737490971242,-12.037889085945311,-77.05723881426319,10:01,2.23,8.2,2024-10-12 21:12:51
San Miguel,Lima Centro,Centro de Distribución,Punto de Entrega,-11.889245814860525,-76.9291831144282,-12.1084570528232,-76.96642309574615,115:31,89.43,95.22,2024-10-11 21:12:51
Lince,San Isidro,Centro de Distribución,Punto de Entrega,-12.142955532991518,-77.02356961635229,-11.855851207933794,-76.8968286631688,86:10,57.16,96.03,2024-09-22 21:12:51
San Isidro,Jesús María,Punto de Entrega,Centro de Distribución,-12.051211598598377,-77.19226225398845,-12.171777476606929,-77.11244103708195,64:00,25.05,63.43,2024-10-08 21:12:51
Magdalena,Pueblo Libre,Punto de Entrega,Centro de Distribución,-12.080414622439744,-77.05240509309338,-12.108577475172849,-77.03797110443833,83:09,19.44,76.78,2024-09-29 21:12:51
Jesús María,Lince,Punto de Entrega,Centro de Distribución,-12.195700671978159,-76.93694147812062,-11.83127032343206,-77.0703373458893,45:13,7.99,22.94,2024-10-04 21:12:51
Pueblo Libre,La Victoria,Punto de Entrega,Centro de Distribución,-12.123368020288769,-77.14985024658311,-12.170224309122213,-77.16699281013767,78:41,19.34,62.69,2024-10-08 21:12:51
San Borja,Ate,Punto de Entrega,Punto de Entrega,-12.106821615788595,-77.12972326417513,-12.074420965730381,-76.8612762284548,93:32,58.13,75.59,2024-10-03 21:12:51
Comas,Ate,Punto de Entrega,Punto de Entrega,-11.872094527587665,-76.82587693589147,-12.111763985810482,-76.91517174119045,12:52,7.2,16.85,2024-09-29 21:12:51
San Isidro,Miraflores,Punto de Entrega,Centro de Distribución,-12.17272460390829,-76.97411806282258,-12.159631983230252,-76.96744389943103,25:51,14.31,28.76,2024-09-22 21:12:51
Los Olivos,Comas,Punto de Entrega,Punto de Entrega,-12.035900159514462,-76.80092800494958,-12.097864275562214,-77.08300167839928,106:38,59.82,113.28,2024-09-22 21:12:51
Jesús María,Lince,Punto de Entrega,Centro de Distribución,-12.19525423625757,-77.18903886643925,-11.82666692013452,-76.97718301831463,6:30,4.77,9.34,2024-09-20 21:12:51
San Juan de Lurigancho,Chorrillos,Punto de Entrega,Centro de Distribución,-11.81960580601803,-77.17841235427116,-12.075138114333104,-76.93254099207033,98:00,53.24,68.21,2024-10-10 21:12:51
Surco,Los Olivos,Centro de Distribución,Punto de Entrega,-11.969823254520685,-76.81378170103277,-12.14038969650472,-76.97741758603208,71:13,36.28,85.48,2024-09-29 21:12:51
Breña,San Miguel,Centro de Distribución,Punto de Entrega,-12.028657134377434,-77.13495072011293,-11.947479399820942,-76.96399611835672,86:58,22.25,48.26,2024-09-25 21:12:51
San Juan de Lurigancho,Miraflores,Centro de Distribución,Punto de Entrega,-12.103552405509255,-76.88026814015093,-12.056432364145483,-76.96018597258649,46:16,21.38,65.18,2024-10-02 21:12:51
Surco,Miraflores,Punto de Entrega,Centro de Distribución,-11.830468698763848,-77.03014991291137,-12.100697074881788,-76.82152933036257,82:11,42.89,75.37,2024-09-28 21:12:51
Magdalena,Comas,Punto de Entrega,Punto de Entrega,-12.02044004373583,-76.84270328798917,-11.82727615000072,-76.95941613187428,70:19,21.61,62.12,2024-10-17 21:12:51
Ate,Surco,Centro de Distribución,Punto de Entrega,-12.098395175370284,-77.00702958532696,-11.803759917129788,-77.12136194040129,112:43,41.82,52.11,2024-10-06 21:12:51
San Borja,Los Olivos,Centro de Distribución,Punto de Entrega,-11.803834605156055,-76.93463608782218,-11.981666713529943,-76.91437057396601,84:42,69.18,69.57,2024-10-09 21:12:51
Miraflores,Magdalena,Punto de Entrega,Centro de Distribución,-12.101191556022883,-77.02227718466884,-12.118935395231993,-77.06426039317834,97:33,62.3,160.27,2024-09-20 21:12:51
Los Olivos,Ate,Punto de Entrega,Punto de Entrega,-12.090064260409775,-76.9076697987199,-12.183174905402241,-76.98578210394135,36:44,28.93,61.11,2024-09-23 21:12:51
Surco,Lima Centro,Centro de Distribución,Punto de Entrega,-12.017492618376055,-76.86522688597536,-11.97017684714057,-77.05567156313651,104:19,22.26,89.36,2024-09-23 21:12:51
La Victoria,Los Olivos,Centro de Distribución,Punto de Entrega,-11.847699241628568,-76.9104147951864,-12.132892048459338,-76.81213172675636,52:51,9.83,24.24,2024-10-10 21:12:51
Jesús María,Pueblo Libre,Punto de Entrega,Punto de Entrega,-11.936230040376545,-77.18200384211856,-11.888545455427167,-76.85101763489047,84:39,28.69,49.35,2024-09-19 21:12:51
Surco,Jesús María,Centro de Distribución,Punto de Entrega,-12.060565354085552,-76.97195587891483,-11.847471187567733,-77.0035064845204,79:50,36.04,96.66,2024-10-05 21:12:51
Ate,La Molina,Punto de Entrega,Punto de Entrega,-12.099426949775246,-77.18625362675083,-11.985650954076341,-77.16603079939395,39:55,19.37,41.22,2024-10-03 21:12:51
Ate,La Molina,Centro de Distribución,Punto de Entrega,-12.039096422920231,-77.08928124371371,-12.002717693374997,-76.97209116958992,44:24,24.25,50.11,2024-09-21 21:12:51
Los Olivos,La Victoria,Centro de Distribución,Punto de Entrega,-11.855407184534663,-77.1337338181717,-11.879281049524884,-76.91399171607699,24:26,11.41,17.34,2024-10-17 21:12:51
San Isidro,Ate,Centro de Distribución,Punto de Entrega,-12.065307041722477,-77.0914943291179,-12.105473077514903,-77.12516233797616,6:01,2.08,8.63,2024-10-02 21:12:51
Pueblo Libre,Magdalena,Punto de Entrega,Punto de Entrega,-12.17429611198167,-76.97335352041799,-12.029912748146467,-77.056117363613,82:13,45.54,76.59,2024-09-26 21:12:51
San Isidro,Jesús María,Punto de Entrega,Punto de Entrega,-11.800826252905246,-76.9007715153034,-11.89418807965714,-76.9903041414333,95:18,35.44,47.24,2024-10-10 21:12:51
San Isidro,Barranco,Punto de Entrega,Centro de Distribución,-11.947863270370178,-76.86465806864388,-12.009272830405843,-76.88384472368823,51:25,31.23,35.05,2024-10-17 21:12:51
Barranco,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-12.1828759824058,-77.04822699216615,-11.830021421629777,-77.18265685128064,55:14,44.62,52.41,2024-10-19 21:12:51
Pueblo Libre,Ate,Centro de Distribución,Punto de Entrega,-12.044056208258782,-76.9076051675514,-12.044695970216994,-77.13809686815725,30:38,10.54,21.75,2024-10-17 21:12:51
Lince,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-12.19590416906414,-77.16850052610737,-11.811077125061042,-76.8653052915234,44:13,28.66,74.84,2024-09-19 21:12:51
Ate,Lince,Punto de Entrega,Centro de Distribución,-12.119649733568169,-76.96369217692352,-11.961333550968318,-77.04296089801123,99:05,30.8,68.29,2024-10-05 21:12:51
Comas,Rímac,Punto de Entrega,Centro de Distribución,-12.134388199094648,-77.17065910079938,-12.041038959874331,-76.84480866666252,54:16,29.59,38.67,2024-09-28 21:12:51
Comas,Breña,Punto de Entrega,Punto de Entrega,-11.813466352682905,-76.9289050530478,-12.188902149002963,-76.88149555657213,78:30,54.12,141.74,2024-10-03 21:12:51
Rímac,Comas,Punto de Entrega,Centro de Distribución,-12.186365871682137,-76.82428323147731,-12.071228954870403,-76.83846151186773,100:13,34.39,40.47,2024-09-20 21:12:51
Rímac,Barranco,Punto de Entrega,Centro de Distribución,-11.924240608551365,-77.15599688625132,-11.80295241860374,-77.00442402300065,25:40,5.25,21.74,2024-10-17 21:12:51
Miraflores,Ate,Centro de Distribución,Punto de Entrega,-12.158795064441824,-77.0275877450996,-11.982921039384426,-77.03099083288862,85:59,17.16,64.08,2024-10-12 21:12:51
Surco,La Victoria,Centro de Distribución,Punto de Entrega,-11.824293437838792,-77.0769912388774,-12.1967829598402,-76.89871592142016,34:07,17.52,32.32,2024-10-14 21:12:51
La Molina,San Borja,Punto de Entrega,Centro de Distribución,-11.820915203579755,-77.12766978643302,-12.004617721445085,-76.88392118783196,7:26,5.11,17.04,2024-10-17 21:12:51
Jesús María,Lima Centro,Centro de Distribución,Punto de Entrega,-11.984527518777417,-76.84746495452247,-12.15170809061751,-76.90327485044381,81:40,51.68,56.36,2024-09-21 21:12:51
Ate,San Juan de Lurigancho,Punto de Entrega,Punto de Entrega,-12.058173659272004,-76.98698793166447,-11.912835361734606,-76.851329454778,28:57,13.44,28.15,2024-10-02 21:12:51
Magdalena,La Victoria,Centro de Distribución,Punto de Entrega,-11.808378300146842,-77.1036799922193,-12.176633840714166,-76.99865908908417,114:40,21.35,62.94,2024-09-21 21:12:51
San Isidro,Comas,Punto de Entrega,Punto de Entrega,-11.826349220206481,-77.16978114641202,-12.13142497811379,-76.89109096431034,35:31,20.23,47.9,2024-09-24 21:12:51
Pueblo Libre,Surco,Centro de Distribución,Punto de Entrega,-11.928828969003199,-76.81744555155342,-12.116724772941637,-77.0625737737608,80:26,57.29,81.42,2024-10-12 21:12:51
Ate,Lima Centro,Punto de Entrega,Centro de Distribución,-12.127001800094263,-76.8192018721099,-12.041132601192789,-77.04932909180616,68:23,30.81,68.77,2024-10-02 21:12:51
Pueblo Libre,Lima Centro,Centro de Distribución,Punto de Entrega,-12.069322719574188,-77.09273214158952,-12.05692034595202,-77.10399513136511,118:30,85.02,146.63,2024-09-29 21:12:51
Lince,Magdalena,Punto de Entrega,Punto de Entrega,-12.099622159702864,-77.12150191830703,-11.859857002647496,-76.99988433104149,90:53,49.5,109.8,2024-09-26 21:12:51
San Juan de Lurigancho,Los Olivos,Centro de Distribución,Punto de Entrega,-11.8157334788347,-76.9299972560653,-11.852110583708754,-77.04125917219581,11:39,2.52,12.3,2024-10-19 21:12:51
Pueblo Libre,San Juan de Lurigancho,Punto de Entrega,Punto de Entrega,-11.864167017203059,-77.09067375140573,-11.993822913159427,-77.00464479847795,39:59,33.28,74.14,2024-10-07 21:12:51
Breña,Comas,Centro de Distribución,Punto de Entrega,-12.163928417849904,-76.81494947739722,-11.881959090882779,-77.04207106524461,63:00,22.94,50.93,2024-10-09 21:12:51
Lince,San Borja,Punto de Entrega,Punto de Entrega,-12.019084938093204,-77.16634812516587,-12.000034542041861,-77.04867767873883,13:15,7.81,14.98,2024-09-20 21:12:51
Lima Centro,Ate,Centro de Distribución,Punto de Entrega,-12.16272635054688,-77.1929107331981,-12.071077856993513,-76.91026664333768,110:04,41.72,100.47,2024-10-19 21:12:51
Lince,Barranco,Punto de Entrega,Punto de Entrega,-11.817605790749369,-77.17487205574945,-12.129971622169625,-77.08994213001064,94:14,46.76,126.73,2024-09-20 21:12:51
Rímac,San Isidro,Centro de Distribución,Punto de Entrega,-12.104072965155657,-76.83973655692783,-12.14890554055424,-76.8671957222541,107:15,19.62,50.53,2024-10-12 21:12:51
Barranco,San Isidro,Punto de Entrega,Centro de Distribución,-12.095516421577942,-76.90127114437041,-12.058211153129644,-77.09271600691238,9:35,1.65,10.3,2024-10-14 21:12:51
San Isidro,San Miguel,Punto de Entrega,Punto de Entrega,-12.091105491602185,-76.9094942872671,-11.873438701602039,-77.06812592172356,6:14,4.88,16.96,2024-10-16 21:12:51
Pueblo Libre,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.81681988024034,-77.0076371186967,-11.95609384047638,-77.00812503576772,81:04,63.92,107.72,2024-10-14 21:12:51
Miraflores,Comas,Punto de Entrega,Centro de Distribución,-11.81631321528837,-76.8933574253126,-11.978730902613176,-76.85965393917282,27:14,19.84,47.57,2024-10-10 21:12:51
Lince,Ate,Centro de Distribución,Punto de Entrega,-12.072929510517483,-77.03016469010142,-11.983616099793304,-77.02364410213698,55:17,15.51,43.74,2024-09-29 21:12:51
Jesús María,Lima Centro,Punto de Entrega,Punto de Entrega,-12.037631806977384,-76.9425869799575,-11.943702662754355,-76.84833614615602,29:51,15.11,17.85,2024-10-14 21:12:51
Barranco,Chorrillos,Centro de Distribución,Punto de Entrega,-11.848510224032179,-76.86006319509679,-12.106818781777077,-76.89352416441113,88:16,53.94,66.79,2024-09-27 21:12:51
San Borja,San Miguel,Punto de Entrega,Punto de Entrega,-12.19385054442835,-76.84067628772324,-11.972333917172438,-76.9423175403841,29:11,5.36,21.98,2024-10-17 21:12:51
Surco,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-12.13509859101593,-76.86711030189747,-12.080329239617614,-76.9130562062885,48:34,24.06,52.4,2024-10-01 21:12:51
Lima Centro,Los Olivos,Centro de Distribución,Punto de Entrega,-11.825871841115838,-76.94840708232402,-12.027334970502476,-77.02119380357722,86:10,25.91,83.88,2024-09-23 21:12:51
